 TS, Iref, Isig, ATN, BC, RH, T, FR, Vbat
$2022-03-10 15:34:57,6190746,6937002,2.528121,13.8097,1.13222,26.55146,151,7.08
$2022-03-10 15:34:59,6190290,6936037,2.53477,12.1701,1.06813,26.53544,151,7.08
$2022-03-10 15:35:01,6189860,6935147,2.5407696,11.0213,1.13222,26.55146,151,7.08
$2022-03-10 15:35:03,6189421,6934253,2.546649,10.8043,1.13222,26.55146,151,7.08
$2022-03-10 15:35:05,6188956,6933300,2.5529947,11.6636,1.15053,26.56481,151,7.08
$2022-03-10 15:35:07,6188519,6932410,2.5588732,10.7709,1.11696,26.57816,150.7,7.08
$2022-03-10 15:35:09,6188067,6931439,2.5656919,12.5611,1.13222,26.57816,150.7,7.08
$2022-03-10 15:35:11,6187637,6930471,2.5728178,13.0131,1.07118,26.57816,151,7.08
$2022-03-10 15:35:13,6187220,6929591,2.5788689,11.0949,1.03609,26.57816,150.7,7.08
$2022-03-10 15:35:15,6186750,6928631,2.5852461,11.6681,1.10475,26.6209,150.7,7.08
$2022-03-10 15:35:17,6186324,6927710,2.5917435,11.9727,1.10475,26.60754,150.7,7.08
$2022-03-10 15:35:19,6185894,6926721,2.5991735,13.2179,1.08644,26.59152,150.7,7.08
$2022-03-10 15:35:21,6185452,6925532,2.6092854,18.6107,1.13527,26.60754,150.7,7.08
$2022-03-10 15:35:23,6185030,6924406,2.6188288,17.599,1.13527,26.6209,150.7,7.08
$2022-03-10 15:35:25,6184601,6923327,2.6276035,16.117,1.07118,26.6476,150.7,7.09
$2022-03-10 15:35:27,6184163,6922276,2.6357851,15.0954,1.07118,26.63425,150.7,7.08
$2022-03-10 15:35:29,6183775,6921352,2.6429853,13.3068,1.11849,26.6476,150.7,7.09
$2022-03-10 15:35:31,6183361,6920395,2.6502056,13.3217,1.11849,26.6476,150.7,7.08
$2022-03-10 15:35:33,6182936,6919408,2.6577053,13.8134,1.11849,26.66629,150.7,7.08
$2022-03-10 15:35:35,6182513,6918469,2.6645308,12.6035,1.10475,26.66629,150.7,7.08
$2022-03-10 15:35:37,6182090,6917515,2.6715765,12.9516,1.08949,26.69299,150.7,7.08
$2022-03-10 15:35:39,6181656,6916615,2.6776609,11.2343,1.1368,26.66629,150.7,7.08
$2022-03-10 15:35:41,6181255,6915680,2.6848125,13.1824,1.07271,26.69299,150.7,7.08
$2022-03-10 15:35:43,6180839,6914663,2.6928892,14.9062,1.1368,26.70635,150.7,7.08
$2022-03-10 15:35:45,6180432,6913742,2.6997519,12.6769,1.15358,26.70635,150.7,7.08
$2022-03-10 15:35:47,6180015,6912815,2.7064953,12.4348,1.07271,26.69299,150.7,7.08
$2022-03-10 15:35:49,6179604,6911881,2.7134438,12.787,1.08949,26.70635,151,7.08
$2022-03-10 15:35:53,6178703,6909778,2.7294111,12.9525,1.07576,26.73572,150.7,7.08
$2022-03-10 15:35:55,6178286,6908796,2.7369585,13.9272,1.1368,26.73572,150.7,7.08
$2022-03-10 15:35:57,6177887,6907902,2.7435522,12.1652,1.10781,26.74907,150.7,7.08
$2022-03-10 15:35:59,6177482,6906928,2.7511787,14.0752,1.05745,26.74907,150.7,7.08
$2022-03-10 15:36:01,6177067,6905888,2.7596292,15.576,1.12154,26.74907,150.7,7.08
$2022-03-10 15:36:03,6176686,6904923,2.76752,14.5816,1.13985,26.77844,150.7,7.08
$2022-03-10 15:36:05,6176273,6903836,2.7766886,16.916,1.12154,26.74907,150.7,7.08
$2022-03-10 15:36:07,6175890,6902719,2.7867346,18.5299,1.13985,26.74907,150.7,7.08
$2022-03-10 15:36:09,6175492,6901627,2.7962475,17.5003,1.09102,26.79179,151,7.09
$2022-03-10 15:36:11,6175080,6900553,2.8052006,16.5623,1.04067,26.76509,150.7,7.08
$2022-03-10 15:36:13,6174681,6899541,2.8135204,15.357,1.09102,26.77844,150.7,7.08
$2022-03-10 15:36:15,6174306,6898617,2.8209085,13.6248,1.10933,26.80515,150.7,7.08
$2022-03-10 15:36:17,6173912,6897688,2.8281021,13.2591,1.09407,26.80515,151,7.08
$2022-03-10 15:36:19,6173531,6896787,2.8350821,12.87,1.15511,26.79179,151,7.08
$2022-03-10 15:36:21,6173140,6895916,2.8414965,11.8192,1.05898,26.82117,151,7.08
$2022-03-10 15:36:23,6172747,6895029,2.8480701,12.0524,1.09102,26.79179,150.7,7.08
$2022-03-10 15:36:25,6172368,6894146,2.8548298,12.4874,1.04372,26.82117,150.7,7.08
$2022-03-10 15:36:27,6171972,6893209,2.8621149,13.3454,1.10933,26.83452,151,7.08
$2022-03-10 15:36:29,6171609,6892258,2.8701172,14.7839,1.09407,26.84787,150.7,7.08
$2022-03-10 15:36:31,6171230,6891265,2.8784781,15.397,1.12306,26.83452,151,7.08
$2022-03-10 15:36:33,6170844,6890187,2.887949,17.4658,1.10933,26.83452,151,7.08
$2022-03-10 15:36:35,6170448,6889069,2.8978577,18.2502,1.02998,26.84787,151,7.08
$2022-03-10 15:36:37,6170077,6887992,2.907547,17.8649,1.04372,26.86122,151,7.08
$2022-03-10 15:36:39,6169690,6886935,2.9167023,16.8262,1.06203,26.86122,150.7,7.08
$2022-03-10 15:36:41,6169315,6885950,2.9250259,15.2615,1.07729,26.84787,150.7,7.08
$2022-03-10 15:36:43,6168929,6885038,2.932086,12.9334,1.09407,26.86122,150.7,7.08
$2022-03-10 15:36:45,6168543,6884107,2.9394445,13.5046,1.07729,26.89059,150.7,7.08
$2022-03-10 15:36:47,6168164,6883242,2.9459524,12.025,1.07729,26.89059,150.7,7.08
$2022-03-10 15:36:49,6167777,6882339,2.952878,12.7956,1.11238,26.87724,150.7,7.09
$2022-03-10 15:36:51,6167397,6881455,2.9596567,12.3898,1.06203,26.89059,151,7.08
$2022-03-10 15:37:30,6161147,6870673,2.9623556,38.1191,2.41856,26.9173,166.5,7.04
$2022-03-10 15:37:32,6161186,6870471,2.9790678,30.7678,2.0798,26.90395,151,7.04
$2022-03-10 15:37:34,6161353,6870204,2.9937181,27.0844,1.84024,26.93332,151,7.04
$2022-03-10 15:37:36,6161524,6869911,3.0060673,21.6832,1.6083,26.87724,150.3,7.04
$2022-03-10 15:37:38,6161720,6869667,3.0166492,7.3042,1.49844,26.90395,150.7,7.06
$2022-03-10 15:37:43,6162171,6868983,3.0368252,37.128,1.30465,26.89059,151,7.08
$2022-03-10 15:37:45,6162352,6868808,3.0445356,14.2554,1.30465,26.87724,150.7,7.08
$2022-03-10 15:37:47,6162513,6868546,3.0527353,15.1171,1.19173,26.86122,151,7.08
$2022-03-10 15:37:49,6162678,6868327,3.0600853,13.6049,1.22225,26.87724,150.7,7.08
$2022-03-10 15:37:51,6162847,6868066,3.0678797,14.3801,1.15969,26.89059,151,7.08
$2022-03-10 15:37:53,6162998,6867786,3.075428,13.9346,1.24056,26.87724,151,7.08
$2022-03-10 15:37:55,6163147,6867482,3.0831938,14.3287,1.17647,26.87724,151,7.08
$2022-03-10 15:37:57,6163276,6867112,3.0914106,15.1771,1.14137,26.84787,151,7.08
$2022-03-10 15:37:59,6163368,6866737,3.0990362,14.0651,1.07729,26.87724,151,7.08
$2022-03-10 15:38:01,6163458,6866404,3.1059456,12.7523,1.15816,26.87724,151,7.08
$2022-03-10 15:38:03,6163538,6866072,3.1126347,12.3497,1.04524,26.89059,151,7.08
$2022-03-10 15:38:05,6163578,6865710,3.119051,11.8754,1.11238,26.89059,150.7,7.08
$2022-03-10 15:38:07,6163604,6865387,3.1246176,10.2761,1.14443,26.90395,151,7.08
$2022-03-10 15:38:09,6163633,6865036,3.1306086,11.0674,1.15969,26.90395,151,7.08
$2022-03-10 15:38:11,6163640,6864671,3.1364202,10.7183,1.0956,26.90395,151,7.08
$2022-03-10 15:38:13,6163610,6864288,3.14184,10.0091,1.08034,26.90395,151,7.08
$2022-03-10 15:38:15,6163548,6863857,3.1474524,10.3713,1.12764,26.93332,151,7.08
$2022-03-10 15:38:17,6163466,6863380,3.1533489,10.9058,1.14443,26.90395,150.7,7.08
$2022-03-10 15:38:19,6163370,6862883,3.1593056,11.0223,1.0956,26.9173,150.7,7.08
$2022-03-10 15:38:21,6163273,6862329,3.1660509,12.4759,1.11238,26.9173,150.7,7.08
$2022-03-10 15:38:23,6163167,6861755,3.1729279,12.7533,1.0956,26.9173,150.7,7.08
$2022-03-10 15:38:25,6163038,6861178,3.1794605,12.0492,1.0956,26.9173,151,7.08
$2022-03-10 15:38:27,6162871,6860568,3.1858587,11.7599,1.12764,26.94667,150.7,7.08
$2022-03-10 15:38:29,6162709,6859962,3.1976805,21.7964,1.06355,26.93332,150.7,7.08
$2022-03-10 15:38:31,6162531,6859292,3.2045622,12.6887,1.04524,26.93332,151,7.08
$2022-03-10 15:38:33,6162333,6858648,3.2107544,11.4131,1.0956,26.93332,150.7,7.08
$2022-03-10 15:38:35,6162119,6858000,3.2167606,11.0255,1.09865,26.96002,150.7,7.08
$2022-03-10 15:38:37,6161905,6857237,3.2244158,14.2129,1.06355,26.96002,150.7,7.08
$2022-03-10 15:38:39,6161698,6856388,3.2334967,16.7153,1.09865,26.97337,150.7,7.08
$2022-03-10 15:38:41,6161467,6855501,3.2427092,16.9066,1.08034,26.97337,151,7.08
$2022-03-10 15:38:43,6161222,6854573,3.2523041,17.6889,1.03456,26.97337,150.7,7.08
$2022-03-10 15:38:45,6160968,6853720,3.2606726,15.346,1.14443,26.97337,151,7.08
$2022-03-10 15:38:47,6160716,6852901,3.2685776,14.5673,1.09865,26.9894,150.7,7.08
$2022-03-10 15:38:49,6160456,6852147,3.2754345,12.6761,1.11391,26.9894,151,7.08
$2022-03-10 15:38:54,6159827,6850473,3.2897034,11.4639,1.01778,27.00275,150.7,7.08
$2022-03-10 15:38:56,6159508,6849664,3.2963877,12.3567,1.06355,26.9894,150.7,7.08
$2022-03-10 15:38:58,6159208,6848928,3.3023348,11.0228,1.06661,27.04547,150.7,7.08
$2022-03-10 15:39:00,6158927,6848219,3.3082161,10.8939,1.04829,27.0161,150.7,7.08
$2022-03-10 15:39:02,6158621,6847428,3.3148851,12.2973,1.01778,27.04547,151,7.08
$2022-03-10 15:39:04,6158328,6846638,3.3217182,12.6785,1.04982,27.02945,150.7,7.08
$2022-03-10 15:39:06,6158018,6845773,3.3293867,14.2082,1.03609,27.04547,150.7,7.08
$2022-03-10 15:39:08,6157705,6844939,3.3365574,13.2938,1.00252,27.02945,150.7,7.08
$2022-03-10 15:39:10,6157394,6844141,3.343257,12.4217,1.02083,27.07217,150.7,7.08
$2022-03-10 15:39:12,6157055,6843295,3.3501749,12.7889,1.04982,27.05882,151,7.08
$2022-03-10 15:39:14,6156772,6842449,3.3580265,14.532,1.04982,27.04547,151,7.08
$2022-03-10 15:39:16,6156457,6841630,3.3649569,12.845,1.08492,27.0882,150.7,7.08
$2022-03-10 15:39:18,6156128,6840750,3.3725414,14.0227,1.08492,27.07217,151,7.08
$2022-03-10 15:39:20,6155822,6839899,3.3801203,14.0702,1.03609,27.0882,150.7,7.08
$2022-03-10 15:39:22,6155498,6839079,3.3868828,12.505,1.02083,27.07217,151,7.08
$2022-03-10 15:39:24,6155198,6838192,3.3950825,15.1845,1.06661,27.07217,150.7,7.08
$2022-03-10 15:39:26,6154862,6837242,3.4036112,15.8277,1.02083,27.1149,150.7,7.08
$2022-03-10 15:39:28,6154529,6836275,3.4124031,16.254,1.03609,27.0882,151,7.08
$2022-03-10 15:39:30,6154206,6835326,3.4211159,16.1088,1.02083,27.0882,151,7.08
$2022-03-10 15:39:32,6153892,6834408,3.4295101,15.5809,1.03914,27.1149,150.7,7.08
$2022-03-10 15:39:34,6153574,6833547,3.4370441,13.9375,1.06813,27.12825,151,7.08
$2022-03-10 15:39:36,6153237,6832656,3.4447107,14.1824,1.03914,27.14427,151,7.08
$2022-03-10 15:39:38,6152906,6831829,3.4515152,12.5873,1.02083,27.1149,151,7.08
$2022-03-10 15:39:40,6152574,6831016,3.4580956,12.2203,1.06813,27.14427,150.7,7.08
$2022-03-10 15:39:42,6152267,6830184,3.4653759,13.5035,1.03914,27.14427,150.7,7.08
$2022-03-10 15:39:44,6151941,6829403,3.471571,11.3933,1.00404,27.12825,150.7,7.08
$2022-03-10 15:39:46,6151612,6828598,3.478097,12.0773,1.03914,27.15762,151,7.08
$2022-03-10 15:39:48,6151259,6827790,3.4843054,11.4443,1.06813,27.15762,151,7.08
$2022-03-10 15:39:50,6150908,6827046,3.4895678,9.7481,1.02235,27.17098,151,7.08
$2022-03-10 15:39:52,6150614,6826252,3.4965219,12.9073,1.08644,27.17098,150.7,7.08
$2022-03-10 15:39:56,6149879,6824481,3.5106201,11.5208,1.03914,27.17098,151,7.08
$2022-03-10 15:39:58,6149532,6823663,3.5170183,11.8705,1.05287,27.18433,151,7.08
$2022-03-10 15:40:00,6149252,6822898,3.5237455,12.4958,1.02235,27.18433,150.7,7.08
$2022-03-10 15:40:02,6148893,6822069,3.5301428,11.7498,1.0544,27.20302,151,7.08
$2022-03-10 15:40:04,6148558,6821185,3.537735,13.9847,1.0071,27.22972,151,7.08
$2022-03-10 15:40:06,6148228,6820374,3.5443554,12.2644,1.0071,27.21637,151,7.08
$2022-03-10 15:40:08,6147889,6819571,3.5506582,11.6704,1.07118,27.17098,151,7.08
$2022-03-10 15:40:10,6147548,6818730,3.5575485,12.7945,1.02235,27.20302,150.7,7.08
$2022-03-10 15:40:12,6147230,6817924,3.5642614,12.4324,0.99031,27.22972,151,7.08
$2022-03-10 15:40:14,6146908,6817017,3.5724449,15.0628,1.0544,27.24307,151,7.08
$2022-03-10 15:40:16,6146594,6816078,3.5811701,16.1155,1.04067,27.22972,150.7,7.08
$2022-03-10 15:40:18,6146273,6815217,3.5886593,13.8982,1.02541,27.24307,150.7,7.08
$2022-03-10 15:40:20,6145940,6814358,3.5959435,13.454,1.08949,27.25909,150.7,7.08
$2022-03-10 15:40:22,6145638,6813570,3.6026468,12.3588,1.07271,27.25909,150.7,7.08
$2022-03-10 15:40:24,6145324,6812754,3.6096315,12.9314,1.0544,27.25909,151,7.08
$2022-03-10 15:40:26,6144985,6811966,3.6157522,11.3819,1.07118,27.24307,150.7,7.08
$2022-03-10 15:40:28,6144680,6811236,3.621563,10.712,1.08949,27.27245,151,7.08
$2022-03-10 15:40:30,6144331,6810437,3.6277094,11.3329,1.08949,27.27245,150.7,7.08
$2022-03-10 15:40:32,6143995,6809656,3.6338091,11.321,1.07271,27.27245,150.7,7.08
$2022-03-10 15:40:34,6143708,6808912,3.6401596,11.8005,1.04372,27.2858,150.7,7.08
$2022-03-10 15:40:36,6143416,6808144,3.6467533,12.1906,0.97505,27.2858,150.7,7.08
$2022-03-10 15:40:38,6143088,6807337,3.6533203,12.1905,1.05745,27.2858,150.7,7.08
$2022-03-10 15:40:40,6142786,6806589,3.6594782,11.3381,1.04372,27.2858,151,7.08
$2022-03-10 15:40:42,6142449,6805775,3.6660442,12.1346,1.07271,27.31518,150.7,7.08
$2022-03-10 15:40:44,6142135,6804961,3.6729593,12.7546,1.02693,27.30183,150.7,7.08
$2022-03-10 15:40:46,6141809,6804200,3.6789246,11.0714,0.96284,27.30183,150.7,7.08
$2022-03-10 15:40:48,6141486,6803376,3.6858454,12.7821,1.02693,27.31518,151,7.08
$2022-03-10 15:40:50,6141175,6802593,3.6923637,11.9867,1.00862,27.31518,151,7.08
$2022-03-10 15:40:52,6140896,6801832,3.6990862,12.0851,1.04372,27.32853,151,7.08
$2022-03-10 15:40:54,6140563,6800999,3.7059937,12.7268,1.04372,27.34188,150.7,7.08
$2022-03-10 15:40:59,6139845,6799189,3.7210121,12.3351,0.99336,27.34188,150.7,7.08
$2022-03-10 15:41:01,6139534,6798388,3.7277918,12.4504,1.01167,27.3579,151,7.08
$2022-03-10 15:41:03,6139248,6797620,3.7345324,12.5262,0.96284,27.3579,150.7,7.08
$2022-03-10 15:41:05,6138948,6796773,3.7421751,14.2095,1.04372,27.3579,151,7.08
$2022-03-10 15:41:07,6138625,6795845,3.7506151,15.631,1.01167,27.3579,150.7,7.08
$2022-03-10 15:41:09,6138244,6795028,3.7565031,10.9553,0.99489,27.38461,150.7,7.08
$2022-03-10 15:41:11,6135270,6790205,3.7791471,42.1919,0.97658,27.37125,150.3,7.08
$2022-03-10 15:41:13,6131577,6786993,3.766326,-23.9648,2.35294,27.37125,150,7.08
$2022-03-10 15:41:15,6130407,6785941,3.7628126,-6.561,7.30602,27.37125,150,7.08
$2022-03-10 15:41:17,6129676,6785234,3.7613821,-2.6676,11.12993,27.39796,150.3,7.08
$2022-03-10 15:41:19,6129086,6784621,3.7608805,-0.937,13.47829,27.39796,150,7.08
$2022-03-10 15:41:21,6128614,6784122,3.7606173,-0.4899,15.06676,27.41398,150,7.08
$2022-03-10 15:41:23,6128177,6783657,3.7604122,-0.3836,16.03265,27.41398,150,7.08
$2022-03-10 15:41:25,6127776,6783213,3.760479,0.125,16.68269,27.41398,149.6,7.08
$2022-03-10 15:41:27,6127385,6782790,3.7603998,-0.148,17.18929,27.39796,150,7.08
$2022-03-10 15:41:29,6126997,6782367,3.7603731,-0.0499,17.52041,27.41398,150,7.08
$2022-03-10 15:41:31,6126639,6781977,3.7603598,-0.0249,17.7615,27.44068,150,7.08
$2022-03-10 15:41:33,6126288,6781532,3.7612696,1.647,17.90494,27.42733,150,7.08
$2022-03-10 15:41:35,6125929,6781157,3.7610388,-0.4288,18.07736,27.44068,150,7.08
$2022-03-10 15:41:37,6125607,6780756,3.7617769,1.3668,18.17349,27.44068,150,7.08
$2022-03-10 15:41:39,6125260,6780348,3.7621861,0.7654,18.23453,27.42733,149.6,7.08
$2022-03-10 15:41:41,6124928,6779966,3.7624826,0.5559,18.34897,27.45403,149.6,7.08
$2022-03-10 15:41:43,6124613,6779611,3.762641,0.2948,18.44358,27.44068,149.6,7.08
$2022-03-10 15:41:45,6124284,6779228,3.7630167,0.7032,18.44511,27.48341,149.6,7.08
$2022-03-10 15:41:47,6123963,6778835,3.7636366,1.1576,18.5687,27.45403,150,7.08
$2022-03-10 15:41:49,6123623,6778469,3.7635441,-0.1727,18.55344,27.45403,149.6,7.08
$2022-03-10 15:41:51,6123324,6778140,3.7635965,0.0984,18.6038,27.48341,149.6,7.08
$2022-03-10 15:41:53,6123026,6777769,3.7642956,1.3026,18.69688,27.45403,149.6,7.08
$2022-03-10 15:41:55,6122712,6777415,3.7644472,0.2817,18.68315,27.48341,149.6,7.08
$2022-03-10 15:41:57,6122397,6777063,3.7645531,0.1971,18.74723,27.49676,149.6,7.08
$2022-03-10 15:42:01,6121676,6776270,3.7645664,0.011,18.77928,27.49676,149.6,7.08
$2022-03-10 15:42:03,6121388,6775902,3.765377,1.5065,18.81132,27.52613,149.6,7.08
$2022-03-10 15:42:05,6121051,6775539,3.7652979,-0.1481,18.86015,27.52613,149.6,7.08
$2022-03-10 15:42:07,6120769,6775219,3.7654829,0.3453,18.82506,27.49676,149.6,7.08
$2022-03-10 15:42:09,6120448,6774833,3.7660227,1.0017,18.87541,27.52613,149.6,7.08
$2022-03-10 15:42:11,6120152,6774491,3.7662935,0.5069,18.9395,27.52613,149.6,7.08
$2022-03-10 15:42:13,6119853,6774160,3.7663717,0.146,18.87541,27.52613,150,7.08
$2022-03-10 15:42:15,6119544,6773806,3.7666359,0.4928,18.84642,27.55283,150,7.08
$2022-03-10 15:42:17,6119253,6773492,3.7666035,-0.0607,18.92424,27.53948,149.6,7.08
$2022-03-10 15:42:19,6118966,6773150,3.7670183,0.7771,18.98833,27.56618,149.6,7.08
$2022-03-10 15:42:21,6118670,6772798,3.7674599,0.8273,18.9395,27.52613,149.6,7.08
$2022-03-10 15:42:23,6118362,6772472,3.7673082,-0.284,18.97154,27.56618,149.6,7.08
$2022-03-10 15:42:25,6118060,6772127,3.767539,0.4315,19.02037,27.55283,149.6,7.08
$2022-03-10 15:42:27,6117766,6771805,3.7675657,0.0501,19.06767,27.56618,149.6,7.08
$2022-03-10 15:42:29,6117469,6771481,3.7675724,0.0125,19.00359,27.56618,149.6,7.08
$2022-03-10 15:42:31,6117181,6771139,3.7680006,0.8022,19.06767,27.58221,149.6,7.08
$2022-03-10 15:42:33,6116904,6770796,3.7685938,1.1071,19.03868,27.56618,150,7.08
$2022-03-10 15:42:35,6116630,6770491,3.7686796,0.1597,19.05241,27.58221,149.6,7.08
$2022-03-10 15:42:37,6116356,6770172,3.7689962,0.5882,19.03868,27.59556,149.6,7.08
$2022-03-10 15:42:39,6116089,6769863,3.7692537,0.4827,18.98833,27.56618,149.6,7.08
$2022-03-10 15:42:41,6115809,6769533,3.7696285,0.6822,19.00664,27.58221,149.6,7.08
$2022-03-10 15:42:43,6115527,6769218,3.7697277,0.1862,18.92577,27.58221,149.6,7.08
$2022-03-10 15:42:45,6115242,6768900,3.769846,0.2214,18.97459,27.60891,149.6,7.08
$2022-03-10 15:42:47,6114954,6768568,3.7700968,0.4697,18.91051,27.60891,149.6,7.08
$2022-03-10 15:42:49,6114674,6768228,3.7706175,0.9741,18.98985,27.59556,149.6,7.08
$2022-03-10 15:42:51,6114412,6767906,3.7711515,0.9997,18.91051,27.59556,149.6,7.08
$2022-03-10 15:42:53,6114129,6767594,3.7711916,0.075,18.96086,27.62493,149.6,7.08
$2022-03-10 15:42:55,6113824,6767265,3.7711449,-0.0875,18.98985,27.60891,149.6,7.08
$2022-03-10 15:42:57,6113535,6766936,3.7713556,0.3943,19.0219,27.60891,149.6,7.08
$2022-03-10 15:42:59,6113249,6766603,3.7716331,0.5197,18.98985,27.60891,149.6,7.08
$2022-03-10 15:43:38,6109742,6761835,3.7276802,35.0889,17.32662,27.63829,164.1,7.04
$2022-03-10 15:43:40,6109690,6761977,3.738759,20.4619,18.02396,27.62493,151.3,7.04
$2022-03-10 15:43:42,6109787,6762155,3.7462368,13.7634,18.33982,27.60891,151,7.04
$2022-03-10 15:43:44,6109914,6762351,3.75107,8.5876,18.57633,27.56618,151,7.04
$2022-03-10 15:43:46,6110106,6762611,3.754446,2.3459,18.71824,27.59556,150.7,7.06
$2022-03-10 15:43:51,6110675,6763297,3.7566814,4.1308,18.84642,27.56618,150.7,7.08
$2022-03-10 15:43:53,6110916,6763578,3.7588568,4.0433,18.87846,27.56618,150.7,7.08
$2022-03-10 15:43:55,6111151,6763819,3.760973,3.9292,18.88914,27.52613,150.7,7.08
$2022-03-10 15:43:57,6111383,6764121,3.7618494,1.6308,18.86015,27.52613,150.7,7.08
$2022-03-10 15:43:59,6111610,6764384,3.7629766,2.0962,18.87846,27.56618,150.7,7.08
